Link_id,Direction,AVG_Speed,Data_Availability_Percentage,Category
174486716,1,37,95,Medium (30 - 50]
174512299,1,20,1,Low [0-30]
174512299,2,20,0,Low [0-30]
174512300,1,22,0,Low [0-30]
174512300,2,13,0,Low [0-30]
174512301,NULL,NULL,0,NULL
174512302,NULL,NULL,0,NULL
174512303,1,21,2,Low [0-30]
174512303,2,24,1,Low [0-30]
174512304,1,31,32,Medium (30 - 50]
174512304,2,31,24,Medium (30 - 50]
174512306,NULL,NULL,0,NULL
174512307,1,14,4,Low [0-30]
174512308,1,22,66,Low [0-30]
174537421,1,29,86,Low [0-30]
174537468,1,23,36,Low [0-30]
174537477,1,34,38,Medium (30 - 50]
174537477,2,33,9,Medium (30 - 50]
174547342,1,32,21,Medium (30 - 50]
174547342,2,34,29,Medium (30 - 50]
174633577,1,32,89,Medium (30 - 50]
174633580,1,19,19,Low [0-30]
174633583,NULL,NULL,0,NULL
174636300,1,16,7,Low [0-30]
174636302,1,17,1,Low [0-30]
174636302,2,17,0,Low [0-30]
174636303,1,14,10,Low [0-30]
174683918,1,30,73,Low [0-30]
174683931,1,32,70,Medium (30 - 50]
174683933,1,42,78,Medium (30 - 50]
174683937,1,40,86,Medium (30 - 50]
175273656,1,18,0,Low [0-30]
175273656,2,21,1,Low [0-30]
175724175,1,77,63,High (51 - 80]
175820460,1,35,16,Medium (30 - 50]
175820460,2,34,34,Medium (30 - 50]
175867398,1,29,16,Low [0-30]
175891276,1,19,0,Low [0-30]
175891276,2,16,0,Low [0-30]
175891277,1,24,64,Low [0-30]
175891281,1,25,39,Low [0-30]
175891283,1,20,43,Low [0-30]
175891284,1,33,43,Medium (30 - 50]
175891284,2,34,46,Medium (30 - 50]
176013135,1,41,52,Medium (30 - 50]
176033831,1,31,44,Medium (30 - 50]
176033831,2,34,38,Medium (30 - 50]
176202435,1,37,12,Medium (30 - 50]
176202435,2,35,19,Medium (30 - 50]
176202449,1,25,47,Low [0-30]
176314220,1,35,7,Medium (30 - 50]
176314220,2,32,8,Medium (30 - 50]
176314240,1,29,6,Low [0-30]
176314240,2,31,7,Medium (30 - 50]
176336255,1,35,92,Medium (30 - 50]
176341403,1,26,35,Low [0-30]
176341404,NULL,NULL,0,NULL
176341405,1,31,66,Medium (30 - 50]
176341406,1,31,88,Medium (30 - 50]
176341407,1,33,87,Medium (30 - 50]
176341408,1,36,87,Medium (30 - 50]
176341410,NULL,NULL,0,NULL
176341411,NULL,NULL,0,NULL
176341412,1,30,71,Low [0-30]
176341435,1,23,16,Low [0-30]
176341445,1,31,92,Medium (30 - 50]
176341446,1,30,91,Low [0-30]
176341447,1,31,94,Medium (30 - 50]
176341448,1,17,0,Low [0-30]
176341448,2,20,0,Low [0-30]
176341449,NULL,NULL,0,NULL
176341450,1,17,1,Low [0-30]
176341450,2,20,1,Low [0-30]
176341451,1,29,2,Low [0-30]
176341451,2,21,1,Low [0-30]
176341452,1,20,0,Low [0-30]
176341452,2,20,0,Low [0-30]
176341453,1,21,80,Low [0-30]
176341454,1,29,87,Low [0-30]
176341455,1,27,84,Low [0-30]
176341456,1,25,90,Low [0-30]
176341457,1,29,93,Low [0-30]
176341458,NULL,NULL,0,NULL
176341459,1,23,1,Low [0-30]
176341459,2,21,0,Low [0-30]
176341460,1,34,35,Medium (30 - 50]
176341460,2,33,22,Medium (30 - 50]
176355831,1,44,67,Medium (30 - 50]
176356939,1,51,79,High (51 - 80]
176358350,1,33,76,Medium (30 - 50]
176358350,2,32,82,Medium (30 - 50]
176358356,1,27,20,Low [0-30]
176358356,2,27,11,Low [0-30]
176359852,1,31,72,Medium (30 - 50]
176359852,2,31,43,Medium (30 - 50]
176359876,1,27,87,Low [0-30]
176442073,1,26,5,Low [0-30]
176442074,1,42,67,Medium (30 - 50]
176614975,1,32,44,Medium (30 - 50]
176657207,1,29,33,Low [0-30]
176657207,2,30,49,Low [0-30]
176657210,1,32,31,Medium (30 - 50]
176657210,2,33,47,Medium (30 - 50]
176657211,1,25,7,Low [0-30]
176657211,2,28,19,Low [0-30]
176665177,1,14,77,Low [0-30]
176665179,1,27,55,Low [0-30]
176665180,1,21,11,Low [0-30]
176665181,NULL,NULL,0,NULL
176665182,1,30,92,Low [0-30]
176665183,1,22,27,Low [0-30]
176665184,1,22,90,Low [0-30]
176665188,1,26,95,Low [0-30]
176665194,1,18,25,Low [0-30]
176665195,NULL,NULL,0,NULL
176665196,1,26,95,Low [0-30]
176665201,1,16,89,Low [0-30]
176665205,NULL,NULL,0,NULL
176665216,1,16,23,Low [0-30]
176665218,1,21,4,Low [0-30]
176665229,1,12,27,Low [0-30]
176665230,1,28,25,Low [0-30]
176665230,2,28,42,Low [0-30]
176665233,1,29,18,Low [0-30]
176665233,2,29,30,Low [0-30]
176721954,1,25,31,Low [0-30]
176721956,1,32,95,Medium (30 - 50]
176721957,1,28,11,Low [0-30]
176721958,1,38,88,Medium (30 - 50]
176721960,1,43,89,Medium (30 - 50]
176721961,1,37,72,Medium (30 - 50]
176721961,2,35,39,Medium (30 - 50]
176721962,1,32,74,Medium (30 - 50]
176721968,1,30,40,Low [0-30]
176721969,1,46,84,Medium (30 - 50]
176726695,1,29,20,Low [0-30]
176726695,2,30,18,Low [0-30]
176726698,1,27,81,Low [0-30]
176726701,1,24,13,Low [0-30]
176726702,1,23,15,Low [0-30]
176726704,1,30,70,Low [0-30]
176726708,NULL,NULL,0,NULL
176726713,1,27,8,Low [0-30]
176726713,2,30,16,Low [0-30]
176726716,1,32,83,Medium (30 - 50]
176726718,NULL,NULL,0,NULL
176726720,NULL,NULL,0,NULL
176726721,1,31,26,Medium (30 - 50]
176726721,2,29,32,Low [0-30]
176726724,1,32,20,Medium (30 - 50]
176726724,2,30,28,Low [0-30]
176726727,1,31,40,Medium (30 - 50]
176726727,2,32,45,Medium (30 - 50]
176726734,1,17,19,Low [0-30]
176728591,1,18,12,Low [0-30]
176728592,1,48,91,Medium (30 - 50]
176728594,1,33,40,Medium (30 - 50]
176728595,1,45,87,Medium (30 - 50]
176728596,1,39,29,Medium (30 - 50]
176728597,1,38,75,Medium (30 - 50]
176728598,1,40,91,Medium (30 - 50]
176728599,NULL,NULL,0,NULL
176728600,1,32,82,Medium (30 - 50]
176728601,1,29,40,Low [0-30]
176728605,1,25,23,Low [0-30]
176728605,2,27,39,Low [0-30]
176728606,1,25,53,Low [0-30]
176728608,1,30,37,Low [0-30]
176728611,1,31,8,Medium (30 - 50]
176817313,1,65,0,High (51 - 80]
176817315,1,73,8,High (51 - 80]
176838726,NULL,NULL,0,NULL
176838730,1,34,0,Medium (30 - 50]
176838730,2,36,0,Medium (30 - 50]
176838731,1,34,30,Medium (30 - 50]
176838731,2,33,21,Medium (30 - 50]
176838737,NULL,NULL,0,NULL
176959112,NULL,NULL,0,NULL
176959272,1,56,87,High (51 - 80]
176959278,NULL,NULL,0,NULL
176962956,1,23,22,Low [0-30]
176963075,1,30,33,Low [0-30]
178607930,1,50,42,Medium (30 - 50]
179375178,1,24,5,Low [0-30]
179375188,1,39,26,Medium (30 - 50]
179500166,1,11,0,Low [0-30]
179500166,2,13,0,Low [0-30]
180688165,1,22,2,Low [0-30]
180688165,2,27,1,Low [0-30]
180688166,1,33,94,Medium (30 - 50]
180689471,1,46,70,Medium (30 - 50]
180689472,1,48,65,Medium (30 - 50]
181014004,1,101,0,Highest (80 +
181014004,2,45,0,Medium (30 - 50]
181412462,1,34,87,Medium (30 - 50]
181412467,2,25,5,Low [0-30]
181417003,NULL,NULL,0,NULL
181499257,NULL,NULL,0,NULL
181504395,1,36,90,Medium (30 - 50]
181504396,1,34,92,Medium (30 - 50]
181505568,1,31,91,Medium (30 - 50]
181919275,1,41,93,Medium (30 - 50]
181919282,1,54,93,High (51 - 80]
182043746,1,21,82,Low [0-30]
182512253,NULL,NULL,0,NULL
182512255,1,28,89,Low [0-30]
182512257,1,17,44,Low [0-30]
182512258,1,29,90,Low [0-30]
183902312,1,35,93,Medium (30 - 50]
186596021,1,33,16,Medium (30 - 50]
186596021,2,32,12,Medium (30 - 50]
188079412,1,32,77,Medium (30 - 50]
188337318,1,21,0,Low [0-30]
188337318,2,17,0,Low [0-30]
188677229,1,79,45,High (51 - 80]
189090860,1,19,0,Low [0-30]
189090860,2,23,0,Low [0-30]
189539286,1,40,61,Medium (30 - 50]
189539286,2,38,61,Medium (30 - 50]
189594367,1,30,10,Low [0-30]
189594367,2,30,6,Low [0-30]
189597078,1,50,4,Medium (30 - 50]
189597078,2,54,13,High (51 - 80]
189597079,1,33,0,Medium (30 - 50]
189597079,2,20,0,Low [0-30]
189597080,1,29,0,Low [0-30]
189597080,2,18,0,Low [0-30]
189883444,1,40,6,Medium (30 - 50]
189883444,2,42,7,Medium (30 - 50]
189883445,1,35,10,Medium (30 - 50]
189888632,1,43,10,Medium (30 - 50]
190325687,1,64,20,High (51 - 80]
190334772,1,34,82,Medium (30 - 50]
194127232,1,27,82,Low [0-30]
194127235,1,34,65,Medium (30 - 50]
194127235,2,34,56,Medium (30 - 50]
195220896,NULL,NULL,0,NULL
195231611,1,75,83,High (51 - 80]
195231612,1,64,85,High (51 - 80]
195231613,1,31,22,Medium (30 - 50]
195231614,NULL,NULL,0,NULL
195231615,1,57,84,High (51 - 80]
195231616,1,59,70,High (51 - 80]
195231617,1,57,87,High (51 - 80]
195231618,1,46,87,Medium (30 - 50]
195231619,NULL,NULL,0,NULL
195231620,NULL,NULL,0,NULL
195231621,1,51,22,High (51 - 80]
195231622,1,60,88,High (51 - 80]
195231623,1,39,62,Medium (30 - 50]
195231650,1,31,8,Medium (30 - 50]
195231651,1,43,22,Medium (30 - 50]
195231655,1,30,17,Low [0-30]
195231656,1,25,5,Low [0-30]
195231659,NULL,NULL,0,NULL
195231665,1,46,6,Medium (30 - 50]
195231666,1,34,14,Medium (30 - 50]
195231667,1,42,60,Medium (30 - 50]
195231668,1,59,71,High (51 - 80]
195625778,1,46,92,Medium (30 - 50]
195625780,1,30,23,Low [0-30]
195625785,1,28,30,Low [0-30]
195625788,1,50,94,Medium (30 - 50]
195625791,1,43,86,Medium (30 - 50]
195625792,1,47,89,Medium (30 - 50]
195625794,1,48,72,Medium (30 - 50]
195625796,1,46,85,Medium (30 - 50]
195625798,1,46,86,Medium (30 - 50]
195625800,NULL,NULL,0,NULL
195625802,NULL,NULL,0,NULL
195625805,1,29,13,Low [0-30]
195625805,2,28,2,Low [0-30]
195625811,1,27,13,Low [0-30]
195625813,NULL,NULL,0,NULL
195645105,1,37,25,Medium (30 - 50]
195645107,1,49,22,Medium (30 - 50]
195645107,2,51,12,High (51 - 80]
195645109,NULL,NULL,0,NULL
195645111,1,43,0,Medium (30 - 50]
195645111,2,45,0,Medium (30 - 50]
195645112,1,37,18,Medium (30 - 50]
195645115,1,32,5,Medium (30 - 50]
195645116,1,37,11,Medium (30 - 50]
195645116,2,38,9,Medium (30 - 50]
197107694,1,37,79,Medium (30 - 50]
197107695,1,32,87,Medium (30 - 50]
197107696,1,29,95,Low [0-30]
197107697,1,16,26,Low [0-30]
197107699,1,25,95,Low [0-30]
197107701,1,16,0,Low [0-30]
197107701,2,15,0,Low [0-30]
197107702,1,20,71,Low [0-30]
197107706,1,34,34,Medium (30 - 50]
197107707,1,21,78,Low [0-30]
197295215,1,34,95,Medium (30 - 50]
197295217,1,37,78,Medium (30 - 50]
197295220,NULL,NULL,0,NULL
197295221,1,32,39,Medium (30 - 50]
197295222,1,33,84,Medium (30 - 50]
200368962,1,23,8,Low [0-30]
200368964,1,14,8,Low [0-30]
200368966,1,36,23,Medium (30 - 50]
200368966,2,35,10,Medium (30 - 50]
200375674,1,39,41,Medium (30 - 50]
200375675,1,21,12,Low [0-30]
200375676,1,20,20,Low [0-30]
200375677,1,21,27,Low [0-30]
200375678,1,33,55,Medium (30 - 50]
200375679,1,38,11,Medium (30 - 50]
200375679,2,37,19,Medium (30 - 50]
200375680,1,26,80,Low [0-30]
200375681,1,27,74,Low [0-30]
200375682,1,28,75,Low [0-30]
200375683,1,24,10,Low [0-30]
200375684,1,23,23,Low [0-30]
200375685,NULL,NULL,0,NULL
200375686,1,33,92,Medium (30 - 50]
200375690,1,44,3,Medium (30 - 50]
200375694,1,36,88,Medium (30 - 50]
200375695,1,38,64,Medium (30 - 50]
200375700,NULL,NULL,0,NULL
200375701,1,20,0,Low [0-30]
200375701,2,24,0,Low [0-30]
200375702,1,22,1,Low [0-30]
200375702,2,19,0,Low [0-30]
200375703,1,31,9,Medium (30 - 50]
200375703,2,32,6,Medium (30 - 50]
200375706,NULL,NULL,0,NULL
200375707,NULL,NULL,0,NULL
200375708,1,35,50,Medium (30 - 50]
200375709,1,28,40,Low [0-30]
200375713,1,26,2,Low [0-30]
200392007,1,18,25,Low [0-30]
200504273,1,50,67,Medium (30 - 50]
200504279,1,38,95,Medium (30 - 50]
200504287,NULL,NULL,0,NULL
200504294,1,42,76,Medium (30 - 50]
200504295,1,37,89,Medium (30 - 50]
200504296,1,28,70,Low [0-30]
200504297,1,29,64,Low [0-30]
200504298,1,33,56,Medium (30 - 50]
200504299,1,35,94,Medium (30 - 50]
200504300,1,40,89,Medium (30 - 50]
200504301,1,44,92,Medium (30 - 50]
200504302,1,23,82,Low [0-30]
200504303,1,30,87,Low [0-30]
200504304,1,34,93,Medium (30 - 50]
200504305,1,40,93,Medium (30 - 50]
200504306,1,40,81,Medium (30 - 50]
200504307,1,36,94,Medium (30 - 50]
200504308,1,48,59,Medium (30 - 50]
200504314,NULL,NULL,0,NULL
200504338,1,39,89,Medium (30 - 50]
200504342,NULL,NULL,0,NULL
200512102,1,46,91,Medium (30 - 50]
200512103,1,34,48,Medium (30 - 50]
200512105,1,39,85,Medium (30 - 50]
200512107,1,50,71,Medium (30 - 50]
200512109,1,25,66,Low [0-30]
200512110,1,18,62,Low [0-30]
200512112,1,20,24,Low [0-30]
200512113,1,48,76,Medium (30 - 50]
200512116,1,38,78,Medium (30 - 50]
200512117,1,37,52,Medium (30 - 50]
200512118,1,36,66,Medium (30 - 50]
200512121,1,28,60,Low [0-30]
200512123,1,30,69,Low [0-30]
200512124,1,29,5,Low [0-30]
200512124,2,24,4,Low [0-30]
200512125,1,35,91,Medium (30 - 50]
200512126,1,24,59,Low [0-30]
200512130,1,24,12,Low [0-30]
200524832,NULL,NULL,0,NULL
200524833,1,22,77,Low [0-30]
200524834,1,30,95,Low [0-30]
200524835,1,25,94,Low [0-30]
200524836,1,25,91,Low [0-30]
200524838,1,17,71,Low [0-30]
200524845,1,25,95,Low [0-30]
200524848,1,25,95,Low [0-30]
200524849,1,22,92,Low [0-30]
200524850,1,20,17,Low [0-30]
200524851,1,29,75,Low [0-30]
200524852,1,30,31,Low [0-30]
200524853,1,21,43,Low [0-30]
200524854,1,21,74,Low [0-30]
200524855,1,20,85,Low [0-30]
200524856,1,24,64,Low [0-30]
200820981,NULL,NULL,0,NULL
200820983,1,43,89,Medium (30 - 50]
200820984,1,36,89,Medium (30 - 50]
200820985,1,36,89,Medium (30 - 50]
200820994,1,23,28,Low [0-30]
200820995,1,22,28,Low [0-30]
200821002,1,31,6,Medium (30 - 50]
200821002,2,28,12,Low [0-30]
206881244,1,40,95,Medium (30 - 50]
206889665,1,42,93,Medium (30 - 50]
206889666,1,30,84,Low [0-30]
206892512,1,26,41,Low [0-30]
206892512,2,26,20,Low [0-30]
206892513,1,28,72,Low [0-30]
206892517,1,24,7,Low [0-30]
206892517,2,22,5,Low [0-30]
207024067,1,24,4,Low [0-30]
207024071,1,20,45,Low [0-30]
207024075,1,28,28,Low [0-30]
207024077,1,40,90,Medium (30 - 50]
207024079,1,33,44,Medium (30 - 50]
207024082,1,49,74,Medium (30 - 50]
207024086,1,53,88,High (51 - 80]
207024087,1,41,95,Medium (30 - 50]
207024091,1,41,78,Medium (30 - 50]
207024091,2,40,55,Medium (30 - 50]
207024099,1,39,40,Medium (30 - 50]
207024101,1,25,53,Low [0-30]
207024111,1,22,1,Low [0-30]
207024111,2,18,1,Low [0-30]
207024112,NULL,NULL,0,NULL
207094482,1,40,95,Medium (30 - 50]
207094484,1,29,72,Low [0-30]
207094486,NULL,NULL,0,NULL
207094487,1,44,95,Medium (30 - 50]
207094488,1,28,8,Low [0-30]
207094488,2,25,8,Low [0-30]
207094489,1,31,94,Medium (30 - 50]
207094492,1,33,95,Medium (30 - 50]
207094496,NULL,NULL,0,NULL
207094498,1,14,25,Low [0-30]
207094502,1,30,25,Low [0-30]
207094502,2,29,29,Low [0-30]
207094503,1,28,9,Low [0-30]
207094503,2,28,8,Low [0-30]
207312699,1,35,37,Medium (30 - 50]
207312700,1,12,0,Low [0-30]
207312700,2,19,0,Low [0-30]
207312701,1,28,6,Low [0-30]
207312701,2,24,2,Low [0-30]
207312702,1,22,86,Low [0-30]
207312703,1,36,94,Medium (30 - 50]
207312705,1,33,6,Medium (30 - 50]
207312705,2,31,7,Medium (30 - 50]
207312706,1,30,53,Low [0-30]
207312706,2,32,59,Medium (30 - 50]
211682735,1,22,93,Low [0-30]
212708198,1,24,83,Low [0-30]
212708753,1,19,1,Low [0-30]
212708753,2,22,2,Low [0-30]
212711737,1,25,79,Low [0-30]
213508964,1,17,0,Low [0-30]
213508964,2,15,0,Low [0-30]
213516652,2,32,46,Medium (30 - 50]
213518448,1,32,66,Medium (30 - 50]
213581218,1,90,25,Highest (80 +
213853701,1,34,95,Medium (30 - 50]
213910032,1,38,26,Medium (30 - 50]
213910032,2,39,32,Medium (30 - 50]
215069359,1,71,0,High (51 - 80]
215069360,1,50,3,Medium (30 - 50]
215069361,1,75,3,High (51 - 80]
215069362,1,74,0,High (51 - 80]
218863754,2,19,0,Low [0-30]
218863992,2,28,10,Low [0-30]
218863996,1,39,15,Medium (30 - 50]
218863996,2,37,13,Medium (30 - 50]
218864005,1,13,0,Low [0-30]
218864005,2,16,0,Low [0-30]
218864687,1,38,8,Medium (30 - 50]
218864687,2,41,5,Medium (30 - 50]
219407208,1,35,23,Medium (30 - 50]
225141754,1,71,11,High (51 - 80]
225143402,1,35,22,Medium (30 - 50]
225156552,1,33,0,Medium (30 - 50]
225156552,2,31,0,Medium (30 - 50]
225156553,1,44,5,Medium (30 - 50]
225156554,2,23,2,Low [0-30]
225156555,1,45,0,Medium (30 - 50]
225156555,2,27,0,Low [0-30]
225156556,1,54,2,High (51 - 80]
225156556,2,53,0,High (51 - 80]
237358561,1,38,19,Medium (30 - 50]
237358561,2,37,31,Medium (30 - 50]
237358562,1,24,0,Low [0-30]
237358562,2,33,0,Medium (30 - 50]
237358563,1,23,0,Low [0-30]
237358563,2,28,0,Low [0-30]
237358564,1,32,0,Medium (30 - 50]
237358564,2,34,0,Medium (30 - 50]
237358567,1,32,0,Medium (30 - 50]
237358567,2,28,0,Low [0-30]
240692824,1,99,29,Highest (80 +
248985502,1,72,1,High (51 - 80]
254666553,1,32,15,Medium (30 - 50]
254666553,2,31,13,Medium (30 - 50]
254666555,1,39,21,Medium (30 - 50]
254666555,2,37,28,Medium (30 - 50]
256798923,1,23,22,Low [0-30]
256798923,2,27,14,Low [0-30]
257192521,1,31,26,Medium (30 - 50]
257192521,2,31,18,Medium (30 - 50]
257199512,1,19,49,Low [0-30]
257725243,1,31,1,Medium (30 - 50]
257725243,2,30,1,Low [0-30]
259655046,1,31,88,Medium (30 - 50]
260188994,1,28,3,Low [0-30]
260188994,2,29,1,Low [0-30]
260942355,2,25,0,Low [0-30]
260942356,1,35,87,Medium (30 - 50]
261282531,1,36,9,Medium (30 - 50]
261282533,NULL,NULL,0,NULL
262422833,1,20,44,Low [0-30]
262422835,1,19,39,Low [0-30]
262772484,1,29,8,Low [0-30]
262772484,2,27,10,Low [0-30]
265317282,1,30,62,Low [0-30]
265318714,1,17,12,Low [0-30]
268946577,1,97,4,Highest (80 +
269016545,1,56,35,High (51 - 80]
269876416,1,41,13,Medium (30 - 50]
269876448,1,31,14,Medium (30 - 50]
269876448,2,31,19,Medium (30 - 50]
279708527,1,27,1,Low [0-30]
279708527,2,26,1,Low [0-30]
279708531,1,34,28,Medium (30 - 50]
279708531,2,34,14,Medium (30 - 50]
279708532,1,27,1,Low [0-30]
279708532,2,26,1,Low [0-30]
279717957,1,36,95,Medium (30 - 50]
280612812,1,28,8,Low [0-30]
280612812,2,28,10,Low [0-30]
280613884,NULL,NULL,0,NULL
280613885,1,19,0,Low [0-30]
282044815,1,16,22,Low [0-30]
282671265,1,40,53,Medium (30 - 50]
282671266,1,32,35,Medium (30 - 50]
282671266,2,34,29,Medium (30 - 50]
282894052,1,19,2,Low [0-30]
288512185,NULL,NULL,0,NULL
297145190,1,25,0,Low [0-30]
297145190,2,30,0,Low [0-30]
297145193,1,50,9,Medium (30 - 50]
297145215,1,29,3,Low [0-30]
297145215,2,29,4,Low [0-30]
302472924,1,24,94,Low [0-30]
303033884,1,31,1,Medium (30 - 50]
303033884,2,29,2,Low [0-30]
303033889,1,26,51,Low [0-30]
303216126,1,68,14,High (51 - 80]
303216127,1,52,53,High (51 - 80]
303216128,1,71,12,High (51 - 80]
303216129,1,51,43,High (51 - 80]
303999856,1,115,2,Highest (80 +
303999857,1,113,0,Highest (80 +
303999858,1,102,0,Highest (80 +
303999859,1,107,1,Highest (80 +
307128067,1,44,60,Medium (30 - 50]
310405695,1,56,43,High (51 - 80]
310641346,1,35,76,Medium (30 - 50]
311169046,1,32,51,Medium (30 - 50]
311169046,2,30,31,Low [0-30]
311169056,1,21,38,Low [0-30]
311169057,1,64,40,High (51 - 80]
311793146,1,25,4,Low [0-30]
311793146,2,23,5,Low [0-30]
313937350,1,21,64,Low [0-30]
313937351,1,36,46,Medium (30 - 50]
313937351,2,35,38,Medium (30 - 50]
313996113,1,40,90,Medium (30 - 50]
316537405,1,27,24,Low [0-30]
316537406,1,18,38,Low [0-30]
318179042,1,27,93,Low [0-30]
318179043,1,30,94,Low [0-30]
318368248,2,57,11,High (51 - 80]
319245977,1,32,14,Medium (30 - 50]
319245977,2,32,13,Medium (30 - 50]
322436673,1,29,5,Low [0-30]
323314254,1,37,95,Medium (30 - 50]
323314255,1,33,69,Medium (30 - 50]
323314256,1,39,95,Medium (30 - 50]
323314257,1,29,50,Low [0-30]
323314258,1,39,95,Medium (30 - 50]
323314259,NULL,NULL,0,NULL
323314260,NULL,NULL,0,NULL
325280713,1,33,75,Medium (30 - 50]
328058705,1,77,36,High (51 - 80]
328058706,1,67,18,High (51 - 80]
328058724,NULL,NULL,0,NULL
328058725,1,54,3,High (51 - 80]
329599617,1,77,7,High (51 - 80]
329599618,1,37,2,Medium (30 - 50]
329599621,1,56,3,High (51 - 80]
329599624,1,90,5,Highest (80 +
329731961,1,30,61,Low [0-30]
329731961,2,31,51,Medium (30 - 50]
329731963,1,33,73,Medium (30 - 50]
329744489,1,28,74,Low [0-30]
329744490,1,41,95,Medium (30 - 50]
329744491,NULL,NULL,0,NULL
329864533,1,31,22,Medium (30 - 50]
330074676,1,55,4,High (51 - 80]
330090874,1,41,29,Medium (30 - 50]
330090874,2,42,6,Medium (30 - 50]
330090881,1,73,54,High (51 - 80]
330629620,1,58,18,High (51 - 80]
330638635,1,52,0,High (51 - 80]
330638635,2,47,0,Medium (30 - 50]
330655883,1,50,1,Medium (30 - 50]
330655884,1,53,1,High (51 - 80]
330655886,1,37,2,Medium (30 - 50]
330655889,1,46,10,Medium (30 - 50]
330655890,1,72,7,High (51 - 80]
331078081,1,62,1,High (51 - 80]
331078092,1,76,11,High (51 - 80]
331085885,1,70,28,High (51 - 80]
331085886,1,63,6,High (51 - 80]
331085887,1,79,20,High (51 - 80]
331096970,1,35,2,Medium (30 - 50]
331096972,1,34,2,Medium (30 - 50]
331096974,1,27,4,Low [0-30]
331096976,1,38,1,Medium (30 - 50]
331411716,1,19,40,Low [0-30]
331434689,1,30,54,Low [0-30]
331434695,1,27,60,Low [0-30]
331434700,1,88,78,Highest (80 +
331501437,1,41,1,Medium (30 - 50]
331501438,1,28,5,Low [0-30]
331514093,1,31,89,Medium (30 - 50]
331514096,1,23,73,Low [0-30]
331514097,NULL,NULL,0,NULL
331514099,1,19,69,Low [0-30]
331514104,1,29,89,Low [0-30]
331514105,1,20,21,Low [0-30]
331514106,1,25,61,Low [0-30]
331514107,1,20,51,Low [0-30]
331514108,1,30,67,Low [0-30]
331514109,1,34,18,Medium (30 - 50]
331514109,2,33,10,Medium (30 - 50]
331514111,1,29,50,Low [0-30]
331970539,1,40,2,Medium (30 - 50]
331970540,1,43,2,Medium (30 - 50]
332282301,1,81,12,Highest (80 +
332282307,1,76,49,High (51 - 80]
332282309,1,68,16,High (51 - 80]
332304241,1,51,59,High (51 - 80]
332304277,1,35,11,Medium (30 - 50]
332387958,1,93,12,Highest (80 +
332415188,1,77,17,High (51 - 80]
332415197,1,61,32,High (51 - 80]
332415199,1,52,39,High (51 - 80]
332542205,1,100,12,Highest (80 +
332542209,1,102,6,Highest (80 +
333132696,1,20,0,Low [0-30]
333132696,2,23,0,Low [0-30]
333132697,1,21,1,Low [0-30]
333132697,2,24,1,Low [0-30]
333132700,1,47,66,Medium (30 - 50]
333132701,1,30,76,Low [0-30]
333132701,2,30,87,Low [0-30]
333132702,1,23,82,Low [0-30]
333132707,1,24,42,Low [0-30]
333132708,1,85,53,Highest (80 +
333156611,1,32,87,Medium (30 - 50]
333156612,1,24,60,Low [0-30]
333156615,1,22,17,Low [0-30]
333156622,1,94,7,Highest (80 +
333156627,1,99,13,Highest (80 +
333156628,1,55,35,High (51 - 80]
333156628,2,56,22,High (51 - 80]
333605180,1,40,0,Medium (30 - 50]
333605180,2,37,0,Medium (30 - 50]
333605181,1,26,30,Low [0-30]
333605199,1,25,1,Low [0-30]
333605200,1,24,16,Low [0-30]
333605206,NULL,NULL,0,NULL
333794837,1,84,53,Highest (80 +
333794849,1,28,46,Low [0-30]
333794853,1,45,47,Medium (30 - 50]
333794854,1,69,40,High (51 - 80]
333794855,1,95,70,Highest (80 +
333794858,NULL,NULL,0,NULL
333794864,1,91,81,Highest (80 +
333870154,1,33,49,Medium (30 - 50]
333870154,2,33,20,Medium (30 - 50]
335010713,1,18,13,Low [0-30]
335010714,1,65,4,High (51 - 80]
335010721,1,36,38,Medium (30 - 50]
335010721,2,37,19,Medium (30 - 50]
335010724,1,30,51,Low [0-30]
335010724,2,30,59,Low [0-30]
335683238,1,10,0,Low [0-30]
335683238,2,13,0,Low [0-30]
335683251,NULL,NULL,0,NULL
335683252,1,53,86,High (51 - 80]
335683267,1,91,15,Highest (80 +
335683268,1,39,48,Medium (30 - 50]
335683279,1,31,35,Medium (30 - 50]
335683285,1,26,39,Low [0-30]
335683287,1,28,46,Low [0-30]
335864706,1,72,43,High (51 - 80]
335977697,1,47,11,Medium (30 - 50]
335977698,1,25,6,Low [0-30]
335977701,1,17,1,Low [0-30]
335977703,1,21,0,Low [0-30]
335977705,1,25,6,Low [0-30]
335977709,1,24,2,Low [0-30]
335977717,1,55,19,High (51 - 80]
335977726,1,61,5,High (51 - 80]
336596017,1,30,84,Low [0-30]
336597926,1,47,93,Medium (30 - 50]
336749983,1,43,95,Medium (30 - 50]
337161047,1,37,26,Medium (30 - 50]
337161048,1,25,10,Low [0-30]
337202362,1,50,32,Medium (30 - 50]
338019088,1,63,66,High (51 - 80]
338019101,1,21,63,Low [0-30]
338019122,1,30,22,Low [0-30]
338019130,1,24,36,Low [0-30]
338452870,1,49,1,Medium (30 - 50]
338452870,2,46,1,Medium (30 - 50]
338452871,1,39,4,Medium (30 - 50]
338452871,2,38,3,Medium (30 - 50]
338818253,1,64,12,High (51 - 80]
338818254,1,24,58,Low [0-30]
338818255,1,43,20,Medium (30 - 50]
338818257,1,41,72,Medium (30 - 50]
